Date,Quantity,src_country,dst_country
2018-01-01,623826664,Thailand,United Arab Emirates
2018-01-01,45719357,Thailand,Armenia
2018-01-01,190610373,Thailand,Angola
2018-01-01,25972070,Thailand,Australia
2018-01-01,34905800,Thailand,Bangladesh
2018-01-01,19704569,Thailand,Belgium
2018-01-01,7247955,Thailand,Benin
2018-01-01,439542,Thailand,Canada
2018-01-01,223000,Thailand,Switzerland
2018-01-01,1450000,Thailand,China
2018-01-01,60288,Thailand,Colombia
2018-01-01,254488,Thailand,Germany
2018-01-01,5117392,Thailand,Fiji
2018-01-01,3166200,Thailand,France
2018-01-01,247539,Thailand,United Kingdom
2018-01-01,1094410,Thailand,Guadeloupe
2018-01-01,634322,Thailand,Hong Kong
2018-01-01,2417051,Thailand,Indonesia
2018-01-01,362401,Thailand,Lao People's Democratic Republic
2018-01-01,2843402,Thailand,Mauritania
2018-01-01,23000,Thailand,Malaysia
2018-01-01,24024,Thailand,Netherlands
2018-01-01,1440000,Thailand,Papua New Guinea
2018-01-01,1500000,Thailand,Russian Federation
2018-01-01,49800,Thailand,Singapore
2018-01-01,260000,Thailand,Sierra Leone
2018-01-01,518810,Thailand,United States
2018-01-01,513030,Thailand,Viet Nam
2018-01-01,1430000,Thailand,Yemen
2018-02-01,613060229,Thailand,United Arab Emirates
2018-02-01,11490735,Thailand,Armenia
2018-02-01,212075408,Thailand,Angola
2018-02-01,48851979,Thailand,Australia
2018-02-01,7533500,Thailand,Bangladesh
2018-02-01,20886318,Thailand,Belgium
2018-02-01,7724544,Thailand,Benin
2018-02-01,1027279,Thailand,Canada
2018-02-01,18104003,Thailand,Congo
2018-02-01,312200,Thailand,Switzerland
2018-02-01,1100000,Thailand,China
2018-02-01,133700,Thailand,Germany
2018-02-01,1280000,Thailand,Spain
2018-02-01,556000,Thailand,Fiji
2018-02-01,3528778,Thailand,France
2018-02-01,52000,Thailand,United Kingdom
2018-02-01,10046,Thailand,Hong Kong
2018-02-01,601045,Thailand,Indonesia
2018-02-01,15,Thailand,Iceland
2018-02-01,24686,Thailand,Lao People's Democratic Republic
2018-02-01,46000,Thailand,Malaysia
2018-02-01,0,Thailand,Netherlands
2018-02-01,23000,Thailand,New Zealand
2018-02-01,1044000,Thailand,Papua New Guinea
2018-02-01,2497000,Thailand,Russian Federation
2018-02-01,22000,Thailand,Singapore
2018-02-01,75000,Thailand,Ukraine
2018-02-01,637500,Thailand,United States
2018-02-01,277677,Thailand,Viet Nam
2018-02-01,52000,Thailand,South Africa
2018-03-01,549228041,Thailand,United Arab Emirates
2018-03-01,180099308,Thailand,Angola
2018-03-01,78139141,Thailand,Australia
2018-03-01,8781094,Thailand,Bangladesh
2018-03-01,25102549,Thailand,Belgium
2018-03-01,19548187,Thailand,Benin
2018-03-01,1367280,Thailand,Canada
2018-03-01,88810,Thailand,Switzerland
2018-03-01,6292980,Thailand,Cameroon
2018-03-01,3678300,Thailand,China
2018-03-01,104014,Thailand,Germany
2018-03-01,1665000,Thailand,Spain
2018-03-01,1836255,Thailand,Fiji
2018-03-01,0,Thailand,France
2018-03-01,39269,Thailand,Hong Kong
2018-03-01,685280,Thailand,Indonesia
2018-03-01,118292,Thailand,Lao People's Democratic Republic
2018-03-01,260000,Thailand,New Zealand
2018-03-01,1986000,Thailand,Papua New Guinea
2018-03-01,3060000,Thailand,Russian Federation
2018-03-01,504,Thailand,Sweden
2018-03-01,10002,Thailand,Singapore
2018-03-01,975,Thailand,Ukraine
2018-03-01,319979,Thailand,United States
2018-03-01,144550,Thailand,Viet Nam
2018-03-01,0,Thailand,South Africa
2018-04-01,615223027,Thailand,United Arab Emirates
2018-04-01,155867887,Thailand,Angola
2018-04-01,50448270,Thailand,Australia
2018-04-01,208000,Thailand,Bangladesh
2018-04-01,15219767,Thailand,Belgium
2018-04-01,55694949,Thailand,Benin
2018-04-01,768017,Thailand,Canada
2018-04-01,267910,Thailand,Switzerland
2018-04-01,4361900,Thailand,Cameroon
2018-04-01,2076993,Thailand,China
2018-04-01,2,Thailand,Germany
2018-04-01,1540000,Thailand,Spain
2018-04-01,1144900,Thailand,Fiji
2018-04-01,3,Thailand,France
2018-04-01,18490,Thailand,United Kingdom
2018-04-01,105639,Thailand,Hong Kong
2018-04-01,485105,Thailand,Indonesia
2018-04-01,12900,Thailand,Lao People's Democratic Republic
2018-04-01,3000,Thailand,Malaysia
2018-04-01,0,Thailand,New Zealand
2018-04-01,1501976,Thailand,Papua New Guinea
2018-04-01,2496000,Thailand,Russian Federation
2018-04-01,0,Thailand,Sweden
2018-04-01,29636,Thailand,Singapore
2018-04-01,105085,Thailand,United States
2018-04-01,156310,Thailand,Viet Nam
2018-04-01,0,Thailand,South Africa
2018-05-01,640461928,Thailand,United Arab Emirates
2018-05-01,57368548,Thailand,Angola
2018-05-01,33416103,Thailand,Australia
2018-05-01,338805,Thailand,Bangladesh
2018-05-01,21964768,Thailand,Belgium
2018-05-01,3172786,Thailand,Benin
2018-05-01,1717713,Thailand,Canada
2018-05-01,88820,Thailand,Switzerland
2018-05-01,1020544,Thailand,Côte d'Ivoire
2018-05-01,7860450,Thailand,Cameroon
2018-05-01,2901800,Thailand,China
2018-05-01,40,Thailand,Germany
2018-05-01,1560000,Thailand,Spain
2018-05-01,1029400,Thailand,Fiji
2018-05-01,0,Thailand,France
2018-05-01,49200,Thailand,United Kingdom
2018-05-01,5022,Thailand,Hong Kong
2018-05-01,626020,Thailand,Indonesia
2018-05-01,0,Thailand,Lao People's Democratic Republic
2018-05-01,0,Thailand,Malaysia
2018-05-01,38000,Thailand,New Zealand
2018-05-01,2171000,Thailand,Papua New Guinea
2018-05-01,50000,Thailand,Russian Federation
2018-05-01,0,Thailand,Sweden
2018-05-01,134272,Thailand,Singapore
2018-05-01,50366,Thailand,United States
2018-05-01,258720,Thailand,Viet Nam
2018-05-01,52000,Thailand,South Africa
2018-06-01,630748049,Thailand,United Arab Emirates
2018-06-01,3570000,Thailand,Albania
2018-06-01,136186280,Thailand,Angola
2018-06-01,1255460,Thailand,Austria
2018-06-01,19507056,Thailand,Australia
2018-06-01,4153000,Thailand,Bangladesh
2018-06-01,28524591,Thailand,Belgium
2018-06-01,94359296,Thailand,Benin
2018-06-01,907191,Thailand,Canada
2018-06-01,0,Thailand,Switzerland
2018-06-01,0,Thailand,Côte d'Ivoire
2018-06-01,3364150,Thailand,Cameroon
2018-06-01,367300,Thailand,China
2018-06-01,68,Thailand,Germany
2018-06-01,1810000,Thailand,Spain
2018-06-01,0,Thailand,France
2018-06-01,37620,Thailand,United Kingdom
2018-06-01,8728,Thailand,Hong Kong
2018-06-01,793065,Thailand,Indonesia
2018-06-01,32000,Thailand,Israel
2018-06-01,103565,Thailand,Lao People's Democratic Republic
2018-06-01,0,Thailand,Malaysia
2018-06-01,0,Thailand,New Zealand
2018-06-01,1767976,Thailand,Papua New Guinea
2018-06-01,0,Thailand,Russian Federation
2018-06-01,0,Thailand,Sweden
2018-06-01,0,Thailand,Singapore
2018-06-01,67155,Thailand,United States
2018-06-01,209720,Thailand,Viet Nam
2018-06-01,0,Thailand,South Africa
2018-07-01,610304375,Thailand,United Arab Emirates
2018-07-01,767013,Thailand,Albania
2018-07-01,85261224,Thailand,Angola
2018-07-01,828754,Thailand,Austria
2018-07-01,20087585,Thailand,Australia
2018-07-01,1075450,Thailand,Bangladesh
2018-07-01,18901700,Thailand,Belgium
2018-07-01,95284089,Thailand,Benin
2018-07-01,1193643,Thailand,Canada
2018-07-01,0,Thailand,Switzerland
2018-07-01,5200,Thailand,Côte d'Ivoire
2018-07-01,7000,Thailand,Cameroon
2018-07-01,252393,Thailand,China
2018-07-01,59,Thailand,Germany
2018-07-01,750000,Thailand,Spain
2018-07-01,0,Thailand,France
2018-07-01,42600,Thailand,United Kingdom
2018-07-01,29430,Thailand,Hong Kong
2018-07-01,675670,Thailand,Indonesia
2018-07-01,0,Thailand,Israel
2018-07-01,149870,Thailand,Lao People's Democratic Republic
2018-07-01,0,Thailand,Malaysia
2018-07-01,0,Thailand,New Zealand
2018-07-01,2132952,Thailand,Papua New Guinea
2018-07-01,0,Thailand,Russian Federation
2018-07-01,0,Thailand,Sweden
2018-07-01,0,Thailand,Singapore
2018-07-01,67155,Thailand,United States
2018-07-01,367990,Thailand,Viet Nam
2018-07-01,0,Thailand,South Africa
2018-08-01,711829180,Thailand,United Arab Emirates
2018-08-01,780000,Thailand,Albania
2018-08-01,98273388,Thailand,Angola
2018-08-01,1209675,Thailand,Austria
2018-08-01,7202912,Thailand,Australia
2018-08-01,1222000,Thailand,Bangladesh
2018-08-01,34483384,Thailand,Belgium
2018-08-01,139564948,Thailand,Benin
2018-08-01,301057,Thailand,Canada
2018-08-01,1600,Thailand,Switzerland
2018-08-01,0,Thailand,Côte d'Ivoire
2018-08-01,62230,Thailand,Cameroon
2018-08-01,76993,Thailand,China
2018-08-01,44081,Thailand,Germany
2018-08-01,795000,Thailand,Spain
2018-08-01,13600,Thailand,France
2018-08-01,50250,Thailand,United Kingdom
2018-08-01,121231,Thailand,Hong Kong
2018-08-01,840735,Thailand,Indonesia
2018-08-01,9962386,Thailand,Israel
2018-08-01,203025,Thailand,Lao People's Democratic Republic
2018-08-01,0,Thailand,Malaysia
2018-08-01,0,Thailand,New Zealand
2018-08-01,1524590,Thailand,Papua New Guinea
2018-08-01,3099000,Thailand,Russian Federation
2018-08-01,0,Thailand,Sweden
2018-08-01,0,Thailand,Singapore
2018-08-01,33578,Thailand,United States
2018-08-01,370930,Thailand,Viet Nam
2018-08-01,0,Thailand,South Africa
2018-09-01,691273154,Thailand,United Arab Emirates
2018-09-01,1014000,Thailand,Albania
2018-09-01,172616344,Thailand,Angola
2018-09-01,1192264,Thailand,Austria
2018-09-01,2635214,Thailand,Australia
2018-09-01,5225250,Thailand,Bangladesh
2018-09-01,34124138,Thailand,Belgium
2018-09-01,58941600,Thailand,Benin
2018-09-01,3993648,Thailand,Canada
2018-09-01,22300,Thailand,Switzerland
2018-09-01,10800,Thailand,Côte d'Ivoire
2018-09-01,4000,Thailand,Cameroon
2018-09-01,655025,Thailand,China
2018-09-01,43,Thailand,Germany
2018-09-01,0,Thailand,Spain
2018-09-01,3300,Thailand,France
2018-09-01,50730,Thailand,United Kingdom
2018-09-01,6032,Thailand,Hong Kong
2018-09-01,110000,Thailand,Indonesia
2018-09-01,181305,Thailand,Lao People's Democratic Republic
2018-09-01,0,Thailand,Malaysia
2018-09-01,9486000,Thailand,Mozambique
2018-09-01,0,Thailand,New Zealand
2018-09-01,1922976,Thailand,Papua New Guinea
2018-09-01,0,Thailand,Sweden
2018-09-01,0,Thailand,Singapore
2018-09-01,33578,Thailand,United States
2018-09-01,336630,Thailand,Viet Nam
2018-09-01,0,Thailand,South Africa
2018-10-01,666652062,Thailand,United Arab Emirates
2018-10-01,1467000,Thailand,Albania
2018-10-01,158614200,Thailand,Angola
2018-10-01,1078874,Thailand,Austria
2018-10-01,2851014,Thailand,Australia
2018-10-01,1768000,Thailand,Bangladesh
2018-10-01,28812927,Thailand,Belgium
2018-10-01,70125499,Thailand,Benin
2018-10-01,155323,Thailand,Canada
2018-10-01,160000,Thailand,Congo
2018-10-01,0,Thailand,Switzerland
2018-10-01,2500000,Thailand,Côte d'Ivoire
2018-10-01,78050,Thailand,Cameroon
2018-10-01,1120295,Thailand,China
2018-10-01,46,Thailand,Germany
2018-10-01,750000,Thailand,Spain
2018-10-01,0,Thailand,France
2018-10-01,10000,Thailand,United Kingdom
2018-10-01,35854,Thailand,Hong Kong
2018-10-01,0,Thailand,Lao People's Democratic Republic
2018-10-01,0,Thailand,Mozambique
2018-10-01,773000,Thailand,New Zealand
2018-10-01,1144000,Thailand,Papua New Guinea
2018-10-01,0,Thailand,Sweden
2018-10-01,0,Thailand,Singapore
2018-10-01,0,Thailand,United States
2018-10-01,129460,Thailand,Viet Nam
2018-10-01,0,Thailand,South Africa
2018-11-01,780088893,Thailand,United Arab Emirates
2018-11-01,17229,Thailand,Albania
2018-11-01,157906319,Thailand,Angola
2018-11-01,619924,Thailand,Austria
2018-11-01,3729011,Thailand,Australia
2018-11-01,610900,Thailand,Bangladesh
2018-11-01,21369504,Thailand,Belgium
2018-11-01,59408851,Thailand,Benin
2018-11-01,61342,Thailand,Canada
2018-11-01,1517430,Thailand,Congo
2018-11-01,0,Thailand,Switzerland
2018-11-01,0,Thailand,Côte d'Ivoire
2018-11-01,216230,Thailand,Cameroon
2018-11-01,555093,Thailand,China
2018-11-01,18,Thailand,Germany
2018-11-01,0,Thailand,Spain
2018-11-01,0,Thailand,France
2018-11-01,53494,Thailand,United Kingdom
2018-11-01,6510,Thailand,Hong Kong
2018-11-01,697070,Thailand,Lao People's Democratic Republic
2018-11-01,150000,Thailand,Mozambique
2018-11-01,0,Thailand,New Zealand
2018-11-01,805976,Thailand,Papua New Guinea
2018-11-01,0,Thailand,Sweden
2018-11-01,0,Thailand,Singapore
2018-11-01,0,Thailand,United States
2018-11-01,0,Thailand,South Africa
2018-12-01,739123157,Thailand,United Arab Emirates
2018-12-01,250000,Thailand,Albania
2018-12-01,120576791,Thailand,Angola
2018-12-01,1454466,Thailand,Austria
2018-12-01,3195414,Thailand,Australia
2018-12-01,500000,Thailand,Bangladesh
2018-12-01,17919845,Thailand,Belgium
2018-12-01,126964053,Thailand,Benin
2018-12-01,81367,Thailand,Canada
2018-12-01,3880,Thailand,Congo
2018-12-01,1300,Thailand,Switzerland
2018-12-01,0,Thailand,Côte d'Ivoire
2018-12-01,31000,Thailand,Cameroon
2018-12-01,494500,Thailand,China
2018-12-01,61,Thailand,Germany
2018-12-01,0,Thailand,Spain
2018-12-01,0,Thailand,France
2018-12-01,48230,Thailand,United Kingdom
2018-12-01,111348,Thailand,Hong Kong
2018-12-01,886170,Thailand,Lao People's Democratic Republic
2018-12-01,0,Thailand,Mozambique
2018-12-01,0,Thailand,New Zealand
2018-12-01,875000,Thailand,Papua New Guinea
2018-12-01,0,Thailand,Sweden
2018-12-01,0,Thailand,Singapore
2018-12-01,37954,Thailand,United States
2018-12-01,0,Thailand,South Africa
2019-01-01,587886456,Thailand,United Arab Emirates
2019-01-01,2045,Thailand,Angola
2019-01-01,51791642,Thailand,Australia
2019-01-01,81350009,Thailand,Bangladesh
2019-01-01,13158259,Thailand,Belgium
2019-01-01,66991279,Thailand,Benin
2019-01-01,5462660,Thailand,Canada
2019-01-01,2183706,Thailand,Switzerland
2019-01-01,1177035,Thailand,Côte d'Ivoire
2019-01-01,54,Thailand,Germany
2019-01-01,42526,Thailand,Denmark
2019-01-01,480,Thailand,Spain
2019-01-01,2792243,Thailand,France
2019-01-01,120272652,Thailand,Gabon
2019-01-01,55973,Thailand,United Kingdom
2019-01-01,343117,Thailand,Equatorial Guinea
2019-01-01,369280,Thailand,Hong Kong
2019-01-01,933515,Thailand,Lao People's Democratic Republic
2019-01-01,60000,Thailand,Myanmar
2019-01-01,1330000,Thailand,Papua New Guinea
2019-01-01,14885474,Thailand,Philippines
2019-01-01,100000,Thailand,Russian Federation
2019-01-01,24000,Thailand,Singapore
2019-01-01,162621,Thailand,United States
2019-01-01,375400,Thailand,Viet Nam
2019-02-01,474553568,Thailand,United Arab Emirates
2019-02-01,62435,Thailand,Angola
2019-02-01,35027265,Thailand,Austria
2019-02-01,33550145,Thailand,Australia
2019-02-01,80446592,Thailand,Bangladesh
2019-02-01,11056110,Thailand,Belgium
2019-02-01,23281467,Thailand,Benin
2019-02-01,496010,Thailand,Canada
2019-02-01,431188,Thailand,Switzerland
2019-02-01,2351131,Thailand,Côte d'Ivoire
2019-02-01,6829175,Thailand,Cameroon
2019-02-01,310247,Thailand,China
2019-02-01,22,Thailand,Germany
2019-02-01,0,Thailand,Spain
2019-02-01,4224,Thailand,France
2019-02-01,14838928,Thailand,Gabon
2019-02-01,319150,Thailand,United Kingdom
2019-02-01,117289,Thailand,Hong Kong
2019-02-01,370740,Thailand,Lao People's Democratic Republic
2019-02-01,120000,Thailand,Myanmar
2019-02-01,10,Thailand,Maldives
2019-02-01,2424760,Thailand,Mozambique
2019-02-01,1060,Thailand,Netherlands
2019-02-01,23000,Thailand,New Zealand
2019-02-01,806000,Thailand,Papua New Guinea
2019-02-01,0,Thailand,Russian Federation
2019-02-01,22600,Thailand,Singapore
2019-02-01,32000,Thailand,United States
2019-02-01,97020,Thailand,Viet Nam
2019-03-01,578172226,Thailand,United Arab Emirates
2019-03-01,628428,Thailand,Angola
2019-03-01,30725225,Thailand,Austria
2019-03-01,32566129,Thailand,Australia
2019-03-01,93729232,Thailand,Bangladesh
2019-03-01,13376593,Thailand,Belgium
2019-03-01,5915560,Thailand,Benin
2019-03-01,778246,Thailand,Canada
2019-03-01,366274,Thailand,Switzerland
2019-03-01,25940,Thailand,Côte d'Ivoire
2019-03-01,7004788,Thailand,Cameroon
2019-03-01,393123,Thailand,China
2019-03-01,697381,Thailand,Germany
2019-03-01,125000,Thailand,Spain
2019-03-01,67929,Thailand,France
2019-03-01,57250,Thailand,United Kingdom
2019-03-01,512008,Thailand,Hong Kong
2019-03-01,386645,Thailand,Lao People's Democratic Republic
2019-03-01,0,Thailand,Myanmar
2019-03-01,0,Thailand,Maldives
2019-03-01,3254139,Thailand,Mozambique
2019-03-01,0,Thailand,Netherlands
2019-03-01,0,Thailand,New Zealand
2019-03-01,911976,Thailand,Papua New Guinea
2019-03-01,0,Thailand,Russian Federation
2019-03-01,31960,Thailand,Singapore
2019-03-01,0,Thailand,United States
2019-03-01,142700,Thailand,Viet Nam
2019-04-01,526595314,Thailand,United Arab Emirates
2019-04-01,82133554,Thailand,Angola
2019-04-01,12869482,Thailand,Austria
2019-04-01,53135580,Thailand,Australia
2019-04-01,12219171,Thailand,Belgium
2019-04-01,4636200,Thailand,Benin
2019-04-01,1459852,Thailand,Canada
2019-04-01,766614,Thailand,Switzerland
2019-04-01,2225790,Thailand,Côte d'Ivoire
2019-04-01,4511640,Thailand,Cameroon
2019-04-01,369696,Thailand,Germany
2019-04-01,0,Thailand,Spain
2019-04-01,4800,Thailand,France
2019-04-01,308603,Thailand,United Kingdom
2019-04-01,183728,Thailand,Ghana
2019-04-01,10000,Thailand,Hong Kong
2019-04-01,247010,Thailand,Lao People's Democratic Republic
2019-04-01,0,Thailand,Myanmar
2019-04-01,0,Thailand,Maldives
2019-04-01,0,Thailand,Netherlands
2019-04-01,0,Thailand,New Zealand
2019-04-01,838000,Thailand,Papua New Guinea
2019-04-01,350000,Thailand,Russian Federation
2019-04-01,32600,Thailand,Singapore
2019-04-01,29090,Thailand,United States
2019-04-01,0,Thailand,Viet Nam
2019-05-01,497307258,Thailand,United Arab Emirates
2019-05-01,681000,Thailand,Albania
2019-05-01,54276125,Thailand,Angola
2019-05-01,46014247,Thailand,Austria
2019-05-01,41981661,Thailand,Australia
2019-05-01,21897481,Thailand,Belgium
2019-05-01,0,Thailand,Benin
2019-05-01,303087,Thailand,Canada
2019-05-01,331016,Thailand,Congo
2019-05-01,0,Thailand,Switzerland
2019-05-01,48218,Thailand,Côte d'Ivoire
2019-05-01,2291500,Thailand,Cameroon
2019-05-01,7540,Thailand,Germany
2019-05-01,260000,Thailand,Spain
2019-05-01,46000,Thailand,France
2019-05-01,87500,Thailand,United Kingdom
2019-05-01,458496,Thailand,Ghana
