Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Jun 2022)","FOB (BAHT)(Jun 2022)","Quantity (Jan - Jun 2022)","FOB (BAHT)(Jan - Jun 2022)"
2565,6,2,AE,10062010,001,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 %  (KGM)",742841,25859850,4810204,154857246
2565,6,2,HK,10062010,005,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 10 % (KGM)",480,15745,17880,588156
2565,6,2,AT,10062010,500,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 % (Organic) (KGM)",408661,18907890,1775075,83304315
2565,6,2,IT,10062010,505,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (Organic) (KGM)",0,0,96000,4032000
2565,6,2,CH,10062010,515,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 15 % (Organic) (KGM)",223000,7693478,761000,26051455
2565,6,2,CA,10062090,001,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",510681,13787408,3801695,88828110
2565,6,2,CA,10062090,009,KGM,"Other husked rice (cargo rice) 100 % Grade A (KGM)",0,0,1356,130311
2565,6,2,CA,10062090,010,KGM,"Other husked rice (cargo rice) 5 % (KGM)",17208,837324,16794020,205467760
2565,6,2,KR,10062090,011,KGM,"Other husked rice (cargo rice) 10 % (KGM)",0,0,5556000,69759771
2565,6,2,AU,10062090,018,KGM,"Other husked rice (cargo rice) 100 % Grade B (KGM)",346648,6472016,1498348,26519692
2565,6,2,CA,10062090,019,KGM,"Other husked rice (cargo rice) 100 % Grade C (KGM)",21000,423351,21000,423351
2565,6,2,SE,10062090,501,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (Organic) (KGM)",414,38194,414,38194
2565,6,2,FR,10062090,504,KGM,"Husked rice, n.e.s. (as sample) (Organic) (KGM)",94920,3951167,295560,14705245
2565,6,2,AE,10062090,506,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",2700,154990,17500,984010
2565,6,2,AU,10062090,600,KGM,"Husked rice (cargo rice) parboiled (as sample) (KGM)",1346500,23098103,8878700,123730947
2565,6,2,CO,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",51324,2206746,270798,11313580
2565,6,2,AU,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",1119641,24764451,1837977,50469305
2565,6,2,HK,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",14200,758280,113800,6206827
2565,6,2,AE,10062090,606,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Prime quality (KGM)",111760,5244161,750450,44670256
2565,6,2,AU,10062090,607,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Superb quality (KGM)",62512,3793595,708800,36391980
2565,6,2,AE,10062090,608,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Prime quality  (Organic) (KGM)",25530,1940021,169900,11585818
2565,6,2,AU,10062090,609,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) Superb quality (Organic) (KGM)",2598,199420,60978,4599336
2565,6,2,AU,10062090,610,KGM,"Husked Black, Dark purple,  and Purple  rice (cargo rice) (as sample) (KGM)",3000,186562,17000,1018608
2565,6,2,AE,10062090,612,KGM,"Husked Red rice (cargo rice) Prime quality (KGM)",249890,9326541,1094695,43355740
2565,6,2,AU,10062090,613,KGM,"Husked Red rice (cargo rice) Superb quality (KGM)",272708,10008912,1419154,56160740
2565,6,2,AE,10062090,614,KGM,"Husked Red rice (cargo rice) Prime quality  (Organic) (KGM)",45180,3014117,163920,10714280
2565,6,2,CH,10062090,615,KGM,"Husked Red rice (cargo rice) Superb quality (Organic) (KGM)",40000,1831448,158760,8699035
2565,6,2,AE,10062090,618,KGM,"Husked Black, Dark purple,  and Purple Glutinous rice (cargo rice) Best quality (KGM)",101020,5798880,674765,37711683
2565,6,2,AE,10062090,619,KGM,"Husked Black, Dark purple,  and Purple  Glutinous rice (cargo rice) Standard  quality (KGM)",23550,1548130,563311,31477593
2565,6,2,AU,10062090,622,KGM,"Husked Black, Dark purple,  and Purple Glutinous rice (cargo rice)  (as sample) (KGM)",3000,247040,15500,1157329
2565,6,2,CA,10062090,630,KGM,"Special mixed colour rice (cargo rice) (as sample) (KGM)",29336,1416897,90973,4301652
2565,6,2,CA,10062090,631,KGM,"Special mixed colour rice (cargo rice) (as sample) (organic) (KGM)",0,0,22680,1502974
2565,6,2,AU,10062090,632,KGM,"Husked colour rice, n.e.s. (as sample) (KGM)",0,0,15800,1781270
2565,6,2,HK,10062090,633,KGM,"Husked colour rice, n.e.s. (as sample) (organic) (KGM)",4000,474946,21620,2574587
2565,6,2,KR,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,8,922
2565,6,2,US,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",2,854,2,854
2565,6,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",6105501,146641395,75498584,1579804100
2565,6,2,FR,10063030,006,KGM,"Glutinous rice 25 % (KGM)",178395,3038890,2074420,43727492
2565,6,2,FR,10063030,500,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (Organic) (KGM)",0,0,11385,586415
2565,6,2,ES,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",125004,2991000,1150459,20272412
2565,6,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",102576729,3159512688,694060959,19167155279
2565,6,2,CI,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",58000,1747734,1563318,38080584
2565,6,2,US,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",0,0,1168690,28330599
2565,6,2,GB,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",0,0,39200,1114760
2565,6,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",1230395,59435209,7699770,351721561
2565,6,2,AE,10063070,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",35173435,934512803,175582026,4285932936
2565,6,2,CG,10063070,002,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",162690,4126668,3647087,85868193
2565,6,2,AU,10063070,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 %  (KGM)",254200,6450591,1088800,26738555
2565,6,2,AE,10063070,004,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 %  (KGM)",374607,8744743,2454698,51714848
2565,6,2,AE,10063070,501,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,3000,142938
2565,6,2,AU,10063070,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",337999,8909224,3562244,91249828
2565,6,2,CH,10063070,601,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",80,5618,300,21069
2565,6,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",125503236,1771379849,528395161,7170380324
2565,6,2,AO,10063091,002,KGM,"Parboiled rice 100%  (KGM)",3252090,53824464,4719810,77773120
2565,6,2,AL,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",9950000,131177926,43395000,550509500
2565,6,2,AU,10063091,004,KGM,"Parboiled rice 5%  (KGM)",1000000,13633351,1459732,21847324
2565,6,2,BJ,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",520000,7675679,522000,7701939
2565,6,2,GH,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",144000,2902982,288000,5876356
2565,6,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",296247188,4119921375,946494379,12839992490
2565,6,2,KR,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",0,0,39000,755145
2565,6,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",73389106,1000998417,427889076,5725384963
2565,6,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",600600,9263006,4728800,66648444
2565,6,2,PG,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",602800,10390710,11654734,167096137
2565,6,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",100773,3316440,415457,14023464
2565,6,2,GA,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",263088,4081188,6481452,92770573
2565,6,2,US,10063099,022,KGM,"White non-glutinous rice 45 % (KGM)",78000,2318695,1025500,16465589
2565,6,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",611000,11690994,3767000,68872313
2565,6,2,GB,10063099,090,KGM,"Other (KGM)",2109,403779,15025,3159407
2565,6,2,BD,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",22647979,332502834,124406794,1836859434
2565,6,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",59898,2109062,268573,10401689
2565,6,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",0,0,24,1596
2565,6,2,AE,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,20050,462624
2565,6,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",656112,13450375,5768916,106616274
2565,6,2,GB,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",135600,2155915,566486,8899464
2565,6,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",33041300,489971962,162678693,2325793914
2565,6,2,CA,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",5039790,69248570,82729956,1013758888
2565,6,2,DE,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",57400,1283209,280211,5356110
2565,6,2,BE,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",24854559,368047777,58005655,836754846
2565,6,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",9761340,147198660,49771870,724896047
2565,6,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",21000,574036,468000,11943095
2565,6,2,AU,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",2101000,34745821,9353500,159787670
2565,6,2,CN,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",1020000,14663541,9210490,121634366
2565,6,2,GB,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",20000,471529,100090,2276154
