Year,Month,Type,Country,"HS Code","Statistic Code","Unit Code",Description,"Quantity (Sept 2018)","FOB (BAHT)(Sept 2018)","Quantity (Jan - Sept 2018)","FOB (BAHT)(Jan - Sept 2018)"
2561,9,2,BO,10061010,001,KGM,"Non-glutinous rice in the husk (KGM)",0,0,51,3289
2561,9,2,CA,10061090,001,KGM,"Non-glutinous rice in the husk (KGM)",0,0,11474,2015135
2561,9,2,AE,10062010,001,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 %  (KGM)",891775,34830176,12612881,424171134
2561,9,2,MY,10062010,004,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (KGM)",0,0,3000,176399
2561,9,2,CA,10062010,005,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 10 % (KGM)",0,0,251616,8663653
2561,9,2,AT,10062010,500,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 100 % (Organic) (KGM)",316939,13288683,3081334,131679577
2561,9,2,HK,10062010,505,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 5 % (Organic) (KGM)",2500,142145,31480,1685460
2561,9,2,CH,10062010,515,KGM,"Husked rice (cargo rice) of Thai Hom Mali rice 15 % (Organic) (KGM)",22300,970045,1003040,34221221
2561,9,2,CA,10062090,001,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 %  (KGM)",447119,9351204,7496700,180264932
2561,9,2,HK,10062090,003,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 %  (KGM)",0,0,1550,99364
2561,9,2,DE,10062090,009,KGM,"Other husked rice (cargo rice) 100 % Grade A (KGM)",43,4410,44385,834817
2561,9,2,CA,10062090,010,KGM,"Other husked rice (cargo rice) 5 % (KGM)",3424136,44812343,13658405,175777424
2561,9,2,BE,10062090,011,KGM,"Other husked rice (cargo rice) 10 % (KGM)",5255000,68388274,11469000,167407019
2561,9,2,AU,10062090,018,KGM,"Other husked rice (cargo rice) 100 % Grade B (KGM)",793100,13968078,7292022,136289668
2561,9,2,AU,10062090,502,KGM,"Husked Blace rice  (as sample)(Organic) (KGM)",32879,2268676,253609,18154676
2561,9,2,BE,10062090,503,KGM,"Husked Red rice (as sample) (Organic) (KGM)",7618,467466,428497,23396606
2561,9,2,CA,10062090,504,KGM,"Husked rice, n.e.s. (as sample) (Organic) (KGM)",88409,4420711,351796,18365543
2561,9,2,SG,10062090,505,KGM,"Husked rice, n.e.s. (Organic) (KGM)",0,0,2,45
2561,9,2,SE,10062090,506,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",0,0,504,31888
2561,9,2,BE,10062090,600,KGM,"Husked rice (cargo rice) parboiled (as sample) (KGM)",8101500,109712974,56841250,781325967
2561,9,2,CA,10062090,601,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",33984,1502192,678699,29235067
2561,9,2,AE,10062090,602,KGM,"Husked Blace rice (as sample) (KGM)",99118,5150401,1366934,74482036
2561,9,2,AE,10062090,603,KGM,"Husked Red rice (as sample) (KGM)",538885,20306204,5363124,188515295
2561,9,2,AE,10062090,604,KGM,"Husked rice, n.e.s. (as sample) (KGM)",140820,7525519,1183298,54486752
2561,9,2,GB,10062090,605,KGM,"Husked rice (cargo rice) of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample)  (Organic) (KGM)",50730,3164100,321690,20852385
2561,9,2,DE,10063030,001,KGM,"Glutinous rice 100 %  (as sample) (KGM)",0,0,34,1756
2561,9,2,ID,10063030,002,KGM,"Glutinous rice 5 %  (as sample) (KGM)",110000,1429993,1574000,23448702
2561,9,2,AE,10063030,003,KGM,"Glutinous rice 10 % (KGM)",10109511,214582892,127979964,2698107421
2561,9,2,LA,10063030,004,KGM,"Glutinous rice 15 %  (KGM)",181305,3666586,1128429,22768464
2561,9,2,VN,10063030,005,KGM,"Glutinous rice 20 %  (KGM)",336630,5590245,2635557,43152026
2561,9,2,CN,10063030,006,KGM,"Glutinous rice 25 % (KGM)",603025,11231790,6262996,111885870
2561,9,2,AE,10063030,600,KGM,"Black Glutinous rice (as sample) (KGM)",132217,9092546,1658761,102551193
2561,9,2,HK,10063030,601,KGM,"Glutinous rice semi-milled or wholly milled, n.e.s (as sample) (KGM)",0,0,340248,7061304
2561,9,2,AE,10063040,001,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 %  (KGM)",74434491,2861816861,865042107,30886320530
2561,9,2,AU,10063040,004,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (KGM)",317416,10897935,5472704,184492942
2561,9,2,LA,10063040,005,KGM,"White non-glutinous rice of Thai Hom Mali rice 10 % (KGM)",0,0,1465904,41079920
2561,9,2,CM,10063040,006,KGM,"White non-glutinous rice of Thai Hom Mali rice 15 % (KGM)",4000,143779,573920,17466740
2561,9,2,AT,10063040,500,KGM,"White non-glutinous rice of Thai Hom Mali rice 100 % (Organic) (KGM)",875325,42017006,6814438,309926738
2561,9,2,HK,10063040,505,KGM,"White non-glutinous rice of Thai Hom Mali rice 5 % (Organic) (KGM)",3500,204722,29140,1562219
2561,9,2,AE,10063091,001,KGM,"Parboiled rice 100% Sortexed (KGM)",259824717,3374022527,1486929033,19453994672
2561,9,2,AE,10063091,002,KGM,"Parboiled rice 100%  (KGM)",2932263,40565218,20062912,288087381
2561,9,2,AE,10063091,003,KGM,"Parboiled rice 5% Sortexed (KGM)",65276943,839291115,372136572,4800699789
2561,9,2,AL,10063091,004,KGM,"Parboiled rice 5%  (KGM)",1014000,13170869,22052312,282354137
2561,9,2,ES,10063091,005,KGM,"Parboiled rice 10% Sortexed (KGM)",0,0,10830000,147473926
2561,9,2,MZ,10063091,007,KGM,"Parboiled rice 15% (KGM)",9486000,116760003,22188000,275268730
2561,9,2,BD,10063091,600,KGM,"Parboiled rice (as sample) (KGM)",5225250,66759751,47521600,581993900
2561,9,2,AE,10063099,001,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (KGM)",28337639,685089396,158080872,4071399233
2561,9,2,AU,10063099,003,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 5 % (KGM)",51315,1282151,708687,20781221
2561,9,2,FR,10063099,005,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 10 % (KGM)",3300,109074,24100,691819
2561,9,2,AU,10063099,007,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 15 % (KGM)",221568,5363178,3669884,82701500
2561,9,2,AE,10063099,009,KGM,"Other white non-glutinous rice 100 % Grade A (KGM)",60011,972808,7456097,115577794
2561,9,2,AE,10063099,010,KGM,"Other white non-glutinous rice 100 % Grade B (KGM)",23292864,340694275,295539632,4225918565
2561,9,2,AU,10063099,011,KGM,"Other white non-glutinous rice 100 % Grade C (KGM)",347375,5991148,2977960,50473030
2561,9,2,AE,10063099,012,KGM,"Other white non-glutinous rice 5 % (KGM)",187186550,2469583979,2399988364,32143783602
2561,9,2,AE,10063099,013,KGM,"Other white non-glutinous rice 10 % (KGM)",2819200,39509982,14273255,194158875
2561,9,2,AE,10063099,014,KGM,"Other white non-glutinous rice 15 %  (KGM)",35152242,435711523,129323456,1705850154
2561,9,2,AE,10063099,015,KGM,"White non-glutinous rice of Japonica rice (as sample) (KGM)",40841,1689264,279294,10769968
2561,9,2,BJ,10063099,018,KGM,"White non-glutinous rice 25 % (KGM)",55725500,741828159,371380336,4845070600
2561,9,2,ZA,10063099,020,KGM,"White non-glutinous rice 35 % (KGM)",0,0,104000,1273818
2561,9,2,PG,10063099,023,KGM,"White non-glutinous rice, vitamin coated (as sample) (KGM)",1922976,34460479,15491470,282001198
2561,9,2,AE,10063099,090,KGM,"Other (KGM)",3067,454094,7808,893281
2561,9,2,US,10063099,502,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning 100 % (Organic) (KGM)",33578,1837816,318917,17025615
2561,9,2,AO,10063099,600,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (KGM)",445670,14865316,3838330,120176810
2561,9,2,AO,10063099,601,KGM,"Non-glutinous rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",108279800,1372527585,833187372,10195492156
2561,9,2,AU,10063099,603,KGM,"Special mixed rice, semi-milled or wholly milled, n.e.s  (as sample) (KGM)",29000,1310172,313936,13783530
2561,9,2,CH,10063099,604,KGM,"White non-glutinous rice of Thai Fragrant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning  (as sample) (Organic) (KGM)",0,0,1600,130419
2561,9,2,HK,10064010,000,KGM,"Of a kind used for animal feed (KGM)",32,393,479,222611
2561,9,2,HK,10064090,001,KGM,"Husked rice (cargo rice), broken (as sample) (KGM)",0,0,24059,482278
2561,9,2,AU,10064090,003,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Extra Super (KGM)",842561,19278468,34148640,582789602
2561,9,2,CN,10064090,004,KGM,"Other broken non-glutinous rice A1 Extra Super (KGM)",52000,912345,2187772,29408735
2561,9,2,AO,10064090,005,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (KGM)",28633054,388534499,242116619,3275968710
2561,9,2,AO,10064090,006,KGM,"Other broken non-glutinous rice A1 Super (KGM)",30880100,339407871,277526294,3120398037
2561,9,2,CI,10064090,010,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Extra Super  (KGM)",10800,286283,1169994,22262256
2561,9,2,BJ,10064090,012,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning A1 Super  (KGM)",3216100,43720065,131105423,1722862492
2561,9,2,NZ,10064090,018,KGM,"Broken rice parboiled A1 (KGM)",0,0,581000,6511791
2561,9,2,BE,10064090,019,KGM,"Broken glutinous rice A1 (KGM)",17140020,294416559,126219560,2007885311
2561,9,2,BE,10064090,501,KGM,"Broken non-glutinous rice of Thai Hom Mali rice A1 Super (Organic) (KGM)",20000,607794,320000,8774983
2561,9,2,AO,10064090,600,KGM,"Broken non-glutinous rice, n.e.s (as sample) (KGM)",4377720,61277045,42894179,574499579
2561,9,2,HK,10064090,601,KGM,"Broken rice parboiled, n.e.s. (as sample) (KGM)",0,0,6,93
2561,9,2,BE,10064090,602,KGM,"Broken glutinous rice, n.e.s (as sample) (KGM)",3600000,50379918,31877000,444302534
2561,9,2,FR,10064090,603,KGM,"Broken non-glutinous rice of Thai Fragant rice, Thai Jasmine rice, Thai Aromatic rice or any other names of same meaning (as sample) (KGM)",0,0,3,1137
2561,9,2,HK,10064090,604,KGM,"Broken husked rice (cargo rice), n.e.s (as sample) (KGM)",0,0,691,37213
